9.0638   4.7354   1
13.1638   15.5534   1
8.1052   9.8817   1
10.3715   9.6564   1
9.8922   12.0979   1
3.3427   13.0127   1
12.2517   14.8795   1
11.9775   11.3726   1
9.0925   13.6875   1
4.1434   15.3357   1
7.8342   12.2482   1
11.2417   5.3104   1
11.6982   14.7732   1
8.7209   12.1419   1
12.5895   11.2840   1
9.3113   8.8445   1
10.0071   15.8341   1
6.8560   5.0995   1
13.6316   11.8295   1
10.3122   15.4478   1
5.9379   10.2334   1
3.7633   4.6270   1
10.5868   10.4814   1
10.2666   7.7126   1
10.7431   18.8067   1
9.0015   9.2145   1
10.0117   11.1482   1
9.5392   14.2270   1
10.1108   12.6590   1
12.0705   10.0799   1
10.7843   16.6580   1
8.2206   11.5660   1
8.6086   14.1798   1
13.1973   11.8813   1
5.3380   6.8766   1
10.0753   7.8056   1
9.9650   12.6101   1
8.7606   6.3207   1
7.3981   14.6087   1
10.2237   13.4041   1
11.0694   14.3491   1
13.9683   12.2874   1
8.9478   16.1848   1
7.9310   9.4345   1
10.0035   13.8412   1
11.4250   16.8191   1
6.4917   12.1148   1
11.5657   14.6789   1
12.1774   9.3447   1
9.8424   11.8330   1
14.8935   2.6226   2
15.9565   3.9685   2
12.9236   6.3747   2
14.8349   2.2602   2
17.4450   2.1969   2
13.9885   6.6931   2
11.4564   6.1493   2
19.6189   3.1298   2
16.2936   9.0866   2
18.5815   5.8564   2
16.8026   9.4233   2
12.0979   16.4574   2
20.3789   8.7719   2
14.9216   10.6193   2
12.5658   4.9035   2
12.3515   9.9249   2
14.7098   5.2514   2
16.9927   8.1986   2
16.2160   9.5311   2
13.0713   6.3283   2
13.6918   6.6381   2
18.5357   9.8835   2
12.7854   11.9453   2
13.8930   9.7930   2
20.7452   5.8118   2
9.8135   6.0562   2
15.8761   4.5739   2
12.8670   4.8176   2
15.6448   11.1418   2
19.1343   10.0882   2
16.4613   6.3868   2
19.0745   11.0162   2
11.9765   8.7730   2
18.7812   13.2834   2
13.7175   3.3446   2
13.0920   10.3102   2
20.7984   3.6657   2
11.9476   5.3938   2
13.7447   10.3299   2
15.2841   7.6384   2
15.8347   9.1428   2
15.9239   4.6004   2
17.4721   12.2595   2
16.2776   6.8983   2
13.9709   14.3299   2
13.8177   5.0448   2
14.0694   2.5409   2
9.5675   5.2743   2
14.8294   8.0655   2
15.6889   10.6001   2
